intern_id,course_id,event_type,timestamp,value
i2031,c1099,view,2025-02-20T00:00:00,
i2123,c1066,view,2024-05-13T00:00:00,
i2363,c1046,start,2025-03-31T00:00:00,
i2043,c1042,start,2025-03-09T00:00:00,
i2104,c1111,start,2025-07-26T00:00:00,
i2309,c1147,view,2025-07-24T00:00:00,
i2435,c1199,view,2025-07-24T00:00:00,
i2324,c1005,view,2024-05-21T00:00:00,
i2484,c1189,view,2024-04-22T00:00:00,
i2152,c1042,view,2024-05-05T00:00:00,
i2020,c1143,rating,2024-03-11T00:00:00,3.43365916096701
i2045,c1179,start,2024-12-25T00:00:00,
i2492,c1163,view,2024-10-01T00:00:00,
i2149,c1194,view,2025-06-08T00:00:00,
i2461,c1135,view,2025-09-13T00:00:00,
i2315,c1162,complete,2024-10-05T00:00:00,1.0
i2463,c1094,start,2025-07-07T00:00:00,
i2330,c1059,view,2025-08-07T00:00:00,
i2232,c1062,start,2025-08-06T00:00:00,
i2283,c1195,view,2025-04-11T00:00:00,
i2347,c1146,start,2025-01-13T00:00:00,
i2380,c1178,view,2025-05-24T00:00:00,
i2388,c1127,view,2025-05-27T00:00:00,
i2432,c1089,view,2024-06-12T00:00:00,
i2316,c1023,complete,2025-08-14T00:00:00,1.0
i2247,c1089,view,2025-08-03T00:00:00,
i2155,c1123,view,2024-10-02T00:00:00,
i2441,c1077,view,2024-10-12T00:00:00,
i2303,c1193,start,2025-03-29T00:00:00,
i2091,c1026,view,2024-12-04T00:00:00,
i2444,c1096,view,2025-02-05T00:00:00,
i2100,c1113,view,2024-02-03T00:00:00,
i2438,c1168,view,2025-08-31T00:00:00,
i2133,c1058,view,2024-05-30T00:00:00,
i2099,c1116,view,2025-02-26T00:00:00,
i2409,c1103,start,2024-07-27T00:00:00,
i2140,c1056,view,2024-11-25T00:00:00,
i2181,c1183,view,2024-07-08T00:00:00,
i2162,c1173,view,2025-05-04T00:00:00,
i2065,c1108,view,2024-02-19T00:00:00,
i2409,c1034,view,2024-06-05T00:00:00,
i2329,c1072,start,2025-09-25T00:00:00,
i2293,c1194,view,2024-04-12T00:00:00,
i2021,c1108,complete,2025-09-20T00:00:00,1.0
i2171,c1140,start,2024-06-17T00:00:00,
i2057,c1039,view,2024-03-08T00:00:00,
i2272,c1156,view,2025-02-23T00:00:00,
i2178,c1176,start,2025-01-16T00:00:00,
i2016,c1115,view,2024-03-28T00:00:00,
i2065,c1188,start,2024-03-18T00:00:00,
i2300,c1195,rating,2024-02-07T00:00:00,5.0
i2020,c1043,start,2024-01-05T00:00:00,
i2278,c1008,start,2024-04-11T00:00:00,
i2048,c1174,view,2024-06-26T00:00:00,
i2320,c1192,view,2024-02-15T00:00:00,
i2159,c1184,view,2025-04-01T00:00:00,
i2498,c1153,start,2024-08-22T00:00:00,
i2418,c1042,complete,2025-07-22T00:00:00,1.0
i2204,c1106,view,2024-12-20T00:00:00,
i2309,c1046,view,2025-01-08T00:00:00,
i2466,c1136,view,2024-01-15T00:00:00,
i2016,c1040,view,2024-10-27T00:00:00,
i2058,c1008,view,2025-01-09T00:00:00,
i2241,c1076,view,2024-02-02T00:00:00,
i2421,c1128,view,2025-03-29T00:00:00,
i2412,c1099,complete,2025-03-28T00:00:00,1.0
i2204,c1197,complete,2025-04-23T00:00:00,1.0
i2378,c1096,view,2024-12-05T00:00:00,
i2332,c1061,complete,2025-02-21T00:00:00,1.0
i2435,c1179,view,2025-08-02T00:00:00,
i2342,c1055,view,2025-09-13T00:00:00,
i2222,c1177,view,2025-03-24T00:00:00,
i2058,c1008,view,2024-12-30T00:00:00,
i2382,c1020,view,2024-12-19T00:00:00,
i2432,c1082,start,2024-08-09T00:00:00,
i2052,c1063,complete,2024-05-12T00:00:00,1.0
i2245,c1090,start,2025-05-15T00:00:00,
i2030,c1042,view,2025-07-19T00:00:00,
i2409,c1040,complete,2024-08-27T00:00:00,1.0
i2447,c1090,view,2024-05-22T00:00:00,
i2460,c1165,rating,2024-11-06T00:00:00,5.0
i2168,c1114,view,2025-06-12T00:00:00,
i2291,c1198,view,2025-06-11T00:00:00,
i2204,c1081,start,2024-02-24T00:00:00,
i2434,c1119,view,2025-06-21T00:00:00,
i2398,c1129,view,2024-11-06T00:00:00,
i2094,c1053,start,2025-05-20T00:00:00,
i2417,c1178,rating,2025-08-14T00:00:00,5.0
i2133,c1158,view,2024-02-09T00:00:00,
i2122,c1034,view,2024-02-09T00:00:00,
i2205,c1130,view,2025-06-27T00:00:00,
i2251,c1153,view,2024-09-24T00:00:00,
i2298,c1005,view,2025-06-30T00:00:00,
i2194,c1131,view,2024-02-27T00:00:00,
i2333,c1059,view,2024-06-29T00:00:00,
i2105,c1130,view,2024-07-13T00:00:00,
i2075,c1131,view,2024-04-01T00:00:00,
i2378,c1150,view,2024-03-16T00:00:00,
i2342,c1048,start,2025-08-17T00:00:00,
i2380,c1139,view,2025-07-29T00:00:00,
i2121,c1082,start,2025-02-21T00:00:00,
i2447,c1090,view,2024-05-23T00:00:00,
i2007,c1052,view,2025-04-28T00:00:00,
i2475,c1034,view,2024-11-06T00:00:00,
i2019,c1132,view,2024-05-05T00:00:00,
i2211,c1035,start,2024-06-12T00:00:00,
i2379,c1034,view,2024-04-11T00:00:00,
i2120,c1150,view,2025-07-17T00:00:00,
i2450,c1141,view,2025-03-09T00:00:00,
i2461,c1023,view,2024-11-17T00:00:00,
i2415,c1042,view,2025-07-16T00:00:00,
i2034,c1077,complete,2025-06-10T00:00:00,1.0
i2199,c1075,view,2025-03-01T00:00:00,
i2087,c1140,view,2025-06-07T00:00:00,
i2408,c1059,view,2025-03-21T00:00:00,
i2488,c1003,view,2025-08-31T00:00:00,
i2057,c1028,view,2025-05-15T00:00:00,
i2412,c1035,view,2024-02-06T00:00:00,
i2414,c1079,complete,2025-10-10T00:00:00,1.0
i2459,c1031,view,2024-06-15T00:00:00,
i2265,c1177,view,2024-05-03T00:00:00,
i2319,c1039,view,2025-05-29T00:00:00,
i2436,c1192,complete,2024-12-27T00:00:00,1.0
i2444,c1176,view,2024-08-23T00:00:00,
i2157,c1010,view,2025-08-12T00:00:00,
i2122,c1008,view,2025-09-23T00:00:00,
i2417,c1073,start,2024-08-05T00:00:00,
i2041,c1183,view,2024-12-24T00:00:00,
i2343,c1130,view,2025-05-08T00:00:00,
i2262,c1021,view,2025-02-01T00:00:00,
i2380,c1120,view,2024-07-20T00:00:00,
i2256,c1028,start,2024-01-20T00:00:00,
i2318,c1159,view,2024-11-29T00:00:00,
i2143,c1169,rating,2025-08-29T00:00:00,5.0
i2162,c1110,rating,2024-05-27T00:00:00,3.420269347687251
i2242,c1041,rating,2024-06-22T00:00:00,4.133707963069457
i2383,c1008,complete,2024-03-17T00:00:00,1.0
i2450,c1073,rating,2025-09-13T00:00:00,4.857902350173524
i2424,c1185,view,2025-04-26T00:00:00,
i2396,c1193,view,2025-09-28T00:00:00,
i2073,c1102,view,2025-03-18T00:00:00,
i2130,c1113,view,2024-08-22T00:00:00,
i2296,c1022,view,2024-12-19T00:00:00,
i2037,c1166,view,2025-05-06T00:00:00,
i2099,c1119,view,2024-04-06T00:00:00,
i2072,c1149,view,2024-11-07T00:00:00,
i2457,c1187,complete,2024-09-23T00:00:00,1.0
i2434,c1192,view,2024-10-07T00:00:00,
i2460,c1095,view,2024-01-29T00:00:00,
i2029,c1039,complete,2025-10-29T00:00:00,1.0
i2431,c1123,view,2024-08-12T00:00:00,
i2193,c1037,view,2024-06-25T00:00:00,
i2491,c1173,view,2025-01-06T00:00:00,
i2447,c1027,complete,2024-01-08T00:00:00,1.0
i2328,c1018,view,2024-03-25T00:00:00,
i2005,c1023,view,2025-02-03T00:00:00,
i2052,c1066,view,2025-03-30T00:00:00,
i2048,c1038,view,2025-08-29T00:00:00,
i2132,c1052,view,2025-08-14T00:00:00,
i2011,c1018,view,2025-02-22T00:00:00,
i2101,c1193,start,2025-05-30T00:00:00,
i2152,c1065,complete,2025-09-08T00:00:00,1.0
i2194,c1089,view,2025-09-16T00:00:00,
i2273,c1025,rating,2025-04-18T00:00:00,5.0
i2349,c1142,view,2024-08-07T00:00:00,
i2050,c1017,view,2025-02-01T00:00:00,
i2248,c1116,complete,2025-02-12T00:00:00,1.0
i2257,c1174,view,2024-02-17T00:00:00,
i2334,c1174,view,2024-08-20T00:00:00,
i2091,c1191,rating,2024-09-03T00:00:00,4.364818752396221
i2104,c1070,view,2024-03-21T00:00:00,
i2404,c1134,view,2024-11-23T00:00:00,
i2393,c1100,complete,2025-07-14T00:00:00,1.0
i2001,c1161,view,2024-02-17T00:00:00,
i2247,c1032,view,2025-08-10T00:00:00,
i2121,c1012,view,2025-09-11T00:00:00,
i2108,c1118,rating,2025-07-29T00:00:00,4.716073867401361
i2246,c1065,complete,2024-09-19T00:00:00,1.0
i2252,c1028,view,2025-05-08T00:00:00,
i2380,c1170,rating,2024-12-14T00:00:00,5.0
i2363,c1062,view,2024-07-25T00:00:00,
i2183,c1052,start,2025-02-19T00:00:00,
i2360,c1191,view,2024-04-15T00:00:00,
i2380,c1138,view,2025-01-27T00:00:00,
i2415,c1053,complete,2025-05-30T00:00:00,1.0
i2299,c1004,rating,2025-06-23T00:00:00,3.9343888507749893
i2406,c1181,start,2024-04-12T00:00:00,
i2407,c1003,start,2025-01-24T00:00:00,
i2129,c1069,view,2024-08-11T00:00:00,
i2146,c1003,view,2025-07-26T00:00:00,
i2209,c1088,view,2024-12-11T00:00:00,
i2099,c1026,view,2024-11-03T00:00:00,
i2214,c1168,start,2024-09-30T00:00:00,
i2481,c1170,view,2025-01-27T00:00:00,
i2445,c1040,view,2024-12-10T00:00:00,
i2393,c1190,view,2025-06-28T00:00:00,
i2315,c1065,view,2024-02-11T00:00:00,
i2098,c1155,view,2025-05-01T00:00:00,
i2209,c1150,start,2024-01-27T00:00:00,
i2272,c1163,view,2024-05-19T00:00:00,
i2055,c1036,view,2024-02-24T00:00:00,
i2026,c1033,view,2024-12-13T00:00:00,
i2169,c1045,view,2024-08-29T00:00:00,
i2398,c1081,view,2024-10-11T00:00:00,
i2380,c1170,start,2024-12-26T00:00:00,
i2498,c1090,view,2025-02-25T00:00:00,
i2426,c1088,view,2025-03-10T00:00:00,
i2311,c1018,start,2025-06-01T00:00:00,
i2100,c1138,complete,2025-07-03T00:00:00,1.0
i2362,c1189,start,2024-07-13T00:00:00,
i2311,c1102,view,2025-03-25T00:00:00,
i2030,c1001,view,2025-09-02T00:00:00,
i2255,c1026,view,2024-06-14T00:00:00,
i2375,c1057,rating,2025-09-19T00:00:00,3.773427421317488
i2377,c1036,start,2024-11-08T00:00:00,
i2165,c1046,complete,2025-04-16T00:00:00,1.0
i2141,c1154,rating,2025-07-09T00:00:00,2.7791707466420643
i2026,c1105,start,2025-01-31T00:00:00,
i2347,c1177,view,2024-03-15T00:00:00,
i2399,c1093,view,2025-06-02T00:00:00,
i2057,c1157,view,2024-08-26T00:00:00,
i2220,c1065,view,2024-05-21T00:00:00,
i2141,c1146,view,2024-04-12T00:00:00,
i2454,c1037,view,2025-05-04T00:00:00,
i2430,c1193,start,2024-10-07T00:00:00,
i2340,c1161,rating,2025-09-02T00:00:00,3.7138639608182924
i2026,c1027,rating,2025-04-11T00:00:00,2.8155691660658277
i2356,c1144,start,2025-08-04T00:00:00,
i2180,c1169,complete,2024-12-07T00:00:00,1.0
i2084,c1099,view,2025-05-22T00:00:00,
i2381,c1170,view,2025-09-17T00:00:00,
i2042,c1127,view,2025-09-05T00:00:00,
i2486,c1142,view,2024-10-19T00:00:00,
i2367,c1001,view,2025-05-30T00:00:00,
i2137,c1166,complete,2024-08-14T00:00:00,1.0
i2481,c1141,start,2024-02-13T00:00:00,
i2238,c1121,view,2024-09-20T00:00:00,
i2345,c1019,view,2024-02-22T00:00:00,
i2365,c1059,view,2025-07-04T00:00:00,
i2308,c1093,view,2025-01-20T00:00:00,
i2068,c1193,complete,2024-09-21T00:00:00,1.0
i2337,c1186,view,2025-01-13T00:00:00,
i2084,c1131,view,2025-01-23T00:00:00,
i2036,c1183,view,2025-01-21T00:00:00,
i2023,c1065,view,2024-02-27T00:00:00,
i2246,c1066,complete,2024-02-09T00:00:00,1.0
i2125,c1197,view,2024-09-22T00:00:00,
i2007,c1057,view,2024-12-15T00:00:00,
i2120,c1082,view,2024-11-03T00:00:00,
i2462,c1002,view,2024-11-26T00:00:00,
i2227,c1036,complete,2025-08-12T00:00:00,1.0
i2055,c1169,view,2025-05-19T00:00:00,
i2203,c1019,start,2025-03-26T00:00:00,
i2389,c1184,start,2024-02-19T00:00:00,
i2231,c1136,view,2025-05-15T00:00:00,
i2328,c1107,view,2024-09-03T00:00:00,
i2471,c1105,view,2024-02-18T00:00:00,
i2034,c1010,view,2024-05-24T00:00:00,
i2033,c1018,view,2024-12-05T00:00:00,
i2226,c1185,start,2024-12-20T00:00:00,
i2372,c1084,view,2024-09-30T00:00:00,
i2426,c1197,view,2024-09-06T00:00:00,
i2092,c1025,start,2024-06-07T00:00:00,
i2234,c1127,view,2025-02-06T00:00:00,
i2343,c1153,view,2025-06-08T00:00:00,
i2490,c1151,start,2024-02-06T00:00:00,
i2178,c1136,view,2025-04-06T00:00:00,
i2033,c1097,complete,2025-02-14T00:00:00,1.0
i2055,c1187,view,2024-08-27T00:00:00,
i2481,c1187,start,2025-03-07T00:00:00,
i2368,c1025,view,2025-01-06T00:00:00,
i2218,c1088,view,2025-03-03T00:00:00,
i2150,c1011,view,2024-08-12T00:00:00,
i2150,c1009,rating,2025-03-23T00:00:00,4.363894953544307
i2095,c1068,view,2024-06-13T00:00:00,
i2159,c1070,view,2025-04-05T00:00:00,
i2233,c1177,view,2024-12-10T00:00:00,
i2102,c1055,view,2024-01-13T00:00:00,
i2431,c1187,start,2024-04-26T00:00:00,
i2273,c1035,view,2025-04-21T00:00:00,
i2022,c1035,view,2024-02-08T00:00:00,
i2004,c1198,start,2024-02-12T00:00:00,
i2089,c1066,start,2025-09-04T00:00:00,
i2424,c1010,view,2024-06-01T00:00:00,
i2038,c1113,view,2025-09-28T00:00:00,
i2206,c1118,view,2024-06-27T00:00:00,
i2372,c1026,view,2024-05-08T00:00:00,
i2391,c1145,complete,2025-01-28T00:00:00,1.0
i2406,c1010,rating,2024-12-29T00:00:00,5.0
i2073,c1056,complete,2024-12-21T00:00:00,1.0
i2216,c1184,start,2024-07-26T00:00:00,
i2344,c1102,view,2025-02-02T00:00:00,
i2174,c1159,view,2025-01-24T00:00:00,
i2365,c1136,start,2025-01-31T00:00:00,
i2209,c1156,view,2024-05-05T00:00:00,
i2354,c1049,view,2025-09-13T00:00:00,
i2417,c1178,view,2025-07-29T00:00:00,
i2176,c1059,view,2024-11-26T00:00:00,
i2229,c1176,view,2024-08-13T00:00:00,
i2051,c1158,start,2025-07-24T00:00:00,
i2142,c1027,view,2024-07-23T00:00:00,
i2147,c1055,view,2025-06-05T00:00:00,
i2054,c1078,complete,2025-04-19T00:00:00,1.0
i2057,c1084,start,2024-01-11T00:00:00,
i2344,c1036,view,2024-06-15T00:00:00,
i2155,c1166,view,2024-06-28T00:00:00,
i2145,c1139,complete,2025-03-04T00:00:00,1.0
i2225,c1165,start,2024-10-03T00:00:00,
i2015,c1124,view,2024-01-11T00:00:00,
i2148,c1136,start,2024-10-16T00:00:00,
i2033,c1187,view,2025-05-15T00:00:00,
i2230,c1104,start,2024-10-01T00:00:00,
i2408,c1055,view,2024-07-18T00:00:00,
i2176,c1040,start,2024-06-29T00:00:00,
i2092,c1170,view,2025-03-06T00:00:00,
i2455,c1040,start,2025-07-10T00:00:00,
i2455,c1090,view,2025-05-21T00:00:00,
i2473,c1115,start,2024-11-12T00:00:00,
i2414,c1066,view,2025-09-23T00:00:00,
i2087,c1128,view,2024-06-22T00:00:00,
i2419,c1137,view,2025-02-01T00:00:00,
i2305,c1051,view,2025-02-18T00:00:00,
i2226,c1142,view,2025-04-08T00:00:00,
i2462,c1065,view,2025-03-08T00:00:00,
i2212,c1123,view,2024-03-18T00:00:00,
i2008,c1120,complete,2024-09-06T00:00:00,1.0
i2352,c1038,view,2025-03-01T00:00:00,
i2392,c1094,view,2024-01-20T00:00:00,
i2032,c1029,start,2024-07-10T00:00:00,
i2186,c1114,view,2025-07-04T00:00:00,
i2214,c1168,view,2024-10-15T00:00:00,
i2252,c1103,rating,2024-08-19T00:00:00,4.3927077353634525
i2251,c1012,start,2025-06-24T00:00:00,
i2143,c1181,complete,2024-11-02T00:00:00,1.0
i2276,c1024,start,2024-12-16T00:00:00,
i2153,c1076,complete,2024-04-09T00:00:00,1.0
i2350,c1053,start,2024-10-04T00:00:00,
i2284,c1170,rating,2024-12-25T00:00:00,5.0
i2006,c1169,view,2025-09-10T00:00:00,
i2024,c1122,view,2024-09-17T00:00:00,
i2430,c1107,view,2025-08-18T00:00:00,
i2089,c1063,view,2025-08-07T00:00:00,
i2134,c1018,view,2024-07-04T00:00:00,
i2112,c1001,start,2024-01-23T00:00:00,
i2044,c1185,view,2025-08-01T00:00:00,
i2134,c1036,view,2024-07-12T00:00:00,
i2397,c1182,start,2024-05-24T00:00:00,
i2391,c1058,view,2025-03-18T00:00:00,
i2224,c1184,rating,2025-01-21T00:00:00,3.391738055114437
i2017,c1018,view,2024-03-22T00:00:00,
i2108,c1106,view,2025-07-12T00:00:00,
i2089,c1131,view,2024-04-30T00:00:00,
i2106,c1182,view,2024-10-19T00:00:00,
i2425,c1147,start,2025-02-26T00:00:00,
i2495,c1018,view,2025-03-21T00:00:00,
i2142,c1014,complete,2025-01-30T00:00:00,1.0
i2153,c1076,view,2024-04-07T00:00:00,
i2259,c1143,complete,2025-02-28T00:00:00,1.0
i2315,c1162,view,2024-10-17T00:00:00,
i2130,c1197,view,2024-04-13T00:00:00,
i2003,c1068,complete,2024-02-20T00:00:00,1.0
i2253,c1060,view,2025-01-02T00:00:00,
i2306,c1066,start,2024-10-23T00:00:00,
i2072,c1163,complete,2025-04-08T00:00:00,1.0
i2188,c1066,view,2024-09-22T00:00:00,
i2239,c1064,view,2024-02-19T00:00:00,
i2425,c1039,view,2024-10-06T00:00:00,
i2461,c1188,rating,2024-09-03T00:00:00,3.834932114831455
i2158,c1183,start,2024-05-09T00:00:00,
i2407,c1137,view,2025-06-16T00:00:00,
i2467,c1167,view,2024-09-17T00:00:00,
i2249,c1109,view,2024-08-21T00:00:00,
i2312,c1146,view,2025-04-25T00:00:00,
i2315,c1065,view,2024-02-03T00:00:00,
i2197,c1099,view,2025-04-20T00:00:00,
i2280,c1129,complete,2024-05-25T00:00:00,1.0
i2217,c1028,view,2024-02-27T00:00:00,
i2031,c1126,complete,2025-03-11T00:00:00,1.0
i2387,c1159,view,2024-11-07T00:00:00,
i2224,c1100,view,2025-01-23T00:00:00,
i2130,c1005,view,2024-05-18T00:00:00,
i2270,c1179,view,2025-05-16T00:00:00,
i2093,c1042,view,2024-04-23T00:00:00,
i2489,c1122,view,2024-06-19T00:00:00,
i2006,c1045,rating,2024-02-22T00:00:00,4.312777338542267
i2057,c1039,view,2024-03-19T00:00:00,
i2489,c1040,rating,2024-06-11T00:00:00,4.792984534670809
i2171,c1096,start,2024-05-01T00:00:00,
i2200,c1053,view,2025-06-03T00:00:00,
i2311,c1064,view,2024-12-17T00:00:00,
i2371,c1157,complete,2025-10-27T00:00:00,1.0
i2137,c1018,view,2024-04-05T00:00:00,
i2035,c1101,rating,2025-06-12T00:00:00,3.8641423434280555
i2478,c1176,start,2025-09-21T00:00:00,
i2359,c1048,view,2024-01-15T00:00:00,
i2021,c1133,start,2024-06-24T00:00:00,
i2084,c1042,complete,2024-11-24T00:00:00,1.0
i2311,c1196,view,2025-09-28T00:00:00,
i2280,c1093,view,2024-04-18T00:00:00,
i2433,c1007,view,2025-09-23T00:00:00,
i2089,c1131,view,2024-05-20T00:00:00,
i2260,c1051,complete,2025-05-21T00:00:00,1.0
i2495,c1135,view,2024-12-02T00:00:00,
i2398,c1042,view,2024-09-05T00:00:00,
i2405,c1190,view,2024-11-17T00:00:00,
i2380,c1183,start,2025-02-01T00:00:00,
i2220,c1170,view,2024-05-20T00:00:00,
i2303,c1140,view,2024-03-19T00:00:00,
i2347,c1182,rating,2024-10-11T00:00:00,4.014313938350726
i2125,c1143,view,2025-09-21T00:00:00,
i2358,c1166,view,2024-06-19T00:00:00,
i2036,c1151,start,2024-04-23T00:00:00,
i2151,c1058,view,2025-02-23T00:00:00,
i2313,c1109,view,2024-06-21T00:00:00,
i2132,c1052,view,2025-08-11T00:00:00,
i2341,c1168,start,2024-06-21T00:00:00,
i2308,c1037,view,2024-10-07T00:00:00,
i2032,c1116,view,2024-05-17T00:00:00,
i2423,c1033,view,2024-05-21T00:00:00,
i2322,c1130,view,2024-08-03T00:00:00,
i2291,c1055,complete,2025-04-16T00:00:00,1.0
i2484,c1189,complete,2024-04-12T00:00:00,1.0
i2071,c1019,rating,2025-10-03T00:00:00,3.324239381891571
i2458,c1111,view,2025-02-24T00:00:00,
i2204,c1197,view,2025-04-04T00:00:00,
i2062,c1185,start,2024-01-23T00:00:00,
i2072,c1013,start,2025-01-04T00:00:00,
i2279,c1102,view,2025-09-03T00:00:00,
i2057,c1084,complete,2024-01-13T00:00:00,1.0
i2206,c1125,view,2025-08-04T00:00:00,
i2156,c1002,view,2024-12-03T00:00:00,
i2398,c1129,view,2024-11-14T00:00:00,
i2205,c1045,view,2024-06-30T00:00:00,
i2000,c1173,view,2025-06-03T00:00:00,
i2010,c1190,complete,2024-12-14T00:00:00,1.0
i2466,c1199,view,2025-08-02T00:00:00,
i2018,c1152,view,2024-11-10T00:00:00,
i2269,c1144,view,2024-05-22T00:00:00,
i2155,c1049,complete,2024-04-27T00:00:00,1.0
i2297,c1113,complete,2025-04-09T00:00:00,1.0
i2325,c1154,complete,2025-04-22T00:00:00,1.0
i2396,c1185,start,2024-02-24T00:00:00,
i2278,c1161,start,2024-11-26T00:00:00,
i2307,c1083,view,2024-10-19T00:00:00,
i2352,c1137,view,2024-12-07T00:00:00,
i2247,c1033,view,2025-04-17T00:00:00,
i2273,c1043,complete,2025-08-13T00:00:00,1.0
i2119,c1151,start,2024-01-31T00:00:00,
i2316,c1029,view,2025-04-25T00:00:00,
i2092,c1122,view,2025-01-14T00:00:00,
i2014,c1025,view,2025-07-25T00:00:00,
i2378,c1060,view,2024-01-31T00:00:00,
i2266,c1097,start,2024-03-04T00:00:00,
i2119,c1087,start,2025-07-05T00:00:00,
i2302,c1060,view,2024-10-18T00:00:00,
i2427,c1153,view,2024-12-30T00:00:00,
i2099,c1039,view,2024-01-25T00:00:00,
i2073,c1099,view,2025-07-09T00:00:00,
i2471,c1193,view,2024-09-13T00:00:00,
i2376,c1038,view,2025-09-09T00:00:00,
i2080,c1143,view,2025-07-09T00:00:00,
i2088,c1130,view,2025-06-09T00:00:00,
i2303,c1090,view,2024-11-21T00:00:00,
i2157,c1189,view,2024-06-10T00:00:00,
i2330,c1197,view,2024-05-23T00:00:00,
i2100,c1009,start,2024-07-23T00:00:00,
i2243,c1155,view,2025-02-25T00:00:00,
i2458,c1058,view,2024-07-07T00:00:00,
i2245,c1092,view,2025-01-17T00:00:00,
i2456,c1194,start,2024-01-15T00:00:00,
i2222,c1113,view,2024-12-29T00:00:00,
i2138,c1050,start,2025-01-13T00:00:00,
i2011,c1051,view,2025-01-12T00:00:00,
i2455,c1176,view,2024-10-30T00:00:00,
i2308,c1093,view,2024-12-12T00:00:00,
i2309,c1103,start,2025-06-12T00:00:00,
i2206,c1160,view,2024-11-06T00:00:00,
i2236,c1115,view,2024-06-29T00:00:00,
i2042,c1113,start,2024-04-01T00:00:00,
i2414,c1165,rating,2025-08-02T00:00:00,3.951274096214518
i2295,c1064,view,2025-01-05T00:00:00,
i2139,c1033,view,2025-03-15T00:00:00,
i2287,c1027,rating,2025-10-06T00:00:00,4.102927560245125
i2318,c1008,complete,2024-09-14T00:00:00,1.0
i2264,c1067,view,2025-07-01T00:00:00,
i2479,c1049,view,2025-02-24T00:00:00,
i2473,c1037,start,2024-05-04T00:00:00,
i2173,c1066,view,2025-08-26T00:00:00,
i2491,c1109,view,2024-04-18T00:00:00,
i2323,c1006,view,2024-04-23T00:00:00,
i2071,c1052,view,2024-06-20T00:00:00,
i2187,c1145,view,2024-03-03T00:00:00,
i2154,c1181,start,2025-09-10T00:00:00,
i2172,c1111,view,2025-02-27T00:00:00,
i2027,c1156,view,2025-02-14T00:00:00,
i2387,c1194,start,2024-08-02T00:00:00,
i2162,c1167,view,2025-03-13T00:00:00,
i2444,c1075,start,2025-03-12T00:00:00,
i2009,c1118,view,2024-08-07T00:00:00,
i2216,c1171,view,2025-04-25T00:00:00,
i2223,c1145,view,2024-10-31T00:00:00,
i2020,c1190,view,2025-06-11T00:00:00,
i2061,c1051,view,2025-04-12T00:00:00,
i2194,c1182,start,2024-08-13T00:00:00,
i2191,c1068,view,2024-07-30T00:00:00,
i2089,c1195,complete,2024-02-19T00:00:00,1.0
i2287,c1118,start,2025-09-09T00:00:00,
i2211,c1121,view,2024-03-11T00:00:00,
i2130,c1056,view,2024-07-29T00:00:00,
i2155,c1045,start,2025-08-04T00:00:00,
i2436,c1184,view,2025-07-30T00:00:00,
i2073,c1160,start,2024-04-15T00:00:00,
i2171,c1139,view,2025-03-11T00:00:00,
i2056,c1004,start,2025-06-22T00:00:00,
i2374,c1111,view,2025-09-26T00:00:00,
i2133,c1124,view,2025-07-21T00:00:00,
i2089,c1056,view,2024-06-19T00:00:00,
i2287,c1059,view,2024-11-18T00:00:00,
i2105,c1104,complete,2025-02-03T00:00:00,1.0
i2205,c1191,complete,2025-02-06T00:00:00,1.0
i2216,c1125,view,2024-11-28T00:00:00,
i2448,c1074,start,2024-02-23T00:00:00,
i2150,c1113,start,2024-12-03T00:00:00,
i2030,c1196,complete,2024-06-15T00:00:00,1.0
i2208,c1116,view,2025-04-19T00:00:00,
i2435,c1179,start,2025-07-21T00:00:00,
i2244,c1126,view,2024-11-10T00:00:00,
i2162,c1004,view,2024-07-22T00:00:00,
i2236,c1048,view,2024-04-13T00:00:00,
i2069,c1067,view,2024-05-16T00:00:00,
i2040,c1090,start,2024-10-03T00:00:00,
i2289,c1005,view,2024-01-04T00:00:00,
i2263,c1083,view,2024-06-29T00:00:00,
i2143,c1184,start,2025-05-31T00:00:00,
i2230,c1175,start,2024-07-09T00:00:00,
i2112,c1088,view,2025-05-25T00:00:00,
i2212,c1182,view,2024-04-02T00:00:00,
i2419,c1064,view,2024-11-09T00:00:00,
i2171,c1054,view,2025-03-19T00:00:00,
i2058,c1155,view,2025-08-23T00:00:00,
i2140,c1034,view,2024-02-04T00:00:00,
i2229,c1123,view,2024-02-10T00:00:00,
i2237,c1026,start,2025-08-12T00:00:00,
i2250,c1185,complete,2024-05-17T00:00:00,1.0
i2262,c1050,complete,2024-08-31T00:00:00,1.0
i2480,c1174,view,2025-02-11T00:00:00,
i2471,c1177,view,2024-04-02T00:00:00,
i2430,c1193,view,2024-11-02T00:00:00,
i2419,c1055,complete,2024-05-02T00:00:00,1.0
i2234,c1063,view,2024-05-20T00:00:00,
i2242,c1041,view,2024-07-26T00:00:00,
i2454,c1025,view,2025-05-29T00:00:00,
i2203,c1097,view,2025-05-16T00:00:00,
i2244,c1103,rating,2025-01-19T00:00:00,4.745447608718976
i2302,c1192,view,2024-10-07T00:00:00,
i2216,c1102,view,2024-06-27T00:00:00,
i2397,c1028,complete,2025-02-11T00:00:00,1.0
i2022,c1076,view,2025-04-12T00:00:00,
i2320,c1017,view,2025-08-10T00:00:00,
i2136,c1110,start,2024-01-01T00:00:00,
i2388,c1174,view,2024-05-19T00:00:00,
i2386,c1004,view,2025-06-29T00:00:00,
